RD,DATE,TIME,UCR DODE,OFFENSE,Motivation,CPD Area,DIST,BEAT,Community,Victims,Arrested,Adults,Juveniles,Disposition
JE307456,7/20/2021 0:00,531,312,ROBBERY: ARMED:KNIFE/CUTTING INSTRUMENT, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,15,1522,AUSTIN,1,0,,,BONA FIDE
JE321858,8/1/2021 0:00,1,051a,ASSAULT: AGGRAVATED: HANDGUN, ANTI-BLACK/AFRICAN-AMERICAN,North,11,1113,AUSTIN,2,0,,,UNFOUNDED
JE322304,8/1/2021 0:00,1525,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),North,16,1634,PORTAGE PARK,1,0,,,BONA FIDE
JE323102,8/2/2021 0:00,1021,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,24,2431,ROGERS PARK,1,0,,,BONA FIDE
JE328192,8/6/2021 0:00,1120,051A,ASSAULT: AGGRAVATED: HANDGUN, ANTI-GAY (MALE),North,17,1713,ALBANY PARK,1,0,,,BONA FIDE
JE331065,8/8/2021 0:00,2245,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,20,2022,EDGEWATER,2,0,,,BONA FIDE
JE335838,8/12/2021 0:00,1600,560,ASSAULT: SIMPLE, ANTI-TRANSGENDER,South,5,512,PULLMAN,1,0,,,BONA FIDE
JE338252,8/15/2021 0:00,1345,460,BATTERY: SIMPLE, ANTI-ASIAN,North,20,2033,UPTOWN,1,1,1,,BONA FIDE
JE338872,8/16/2021 0:00,218,051A,ASSAULT: AGGRAVATED: HANDGUN, ANTI-GAY (MALE),North,15,1533,AUSTIN,2,0,,,UNFOUNDED
JE341101,8/17/2021 0:00,2135,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,8,812,CLEARING,1,0,,,BONA FIDE
JE347247,8/22/2021 0:00,1600,2890,PUBLIC PEACE VIOLATION: OTHER VIOLATION, ANTI-GAY (MALE),North,16,1634,NEAR NORTH SIDE,1,0,,,BONA FIDE
JE352194,8/26/2021 0:00,1300,5001,OTHER OFFENSE: OTHER CRIME INVOLVING PROPERTY, ANTI-LESBIAN,North,15,1524,AUSTIN,1,0,,,BONA FIDE
JE363187,9/6/2021 0:00,357,460,BATTERY: SIMPLE, ANTI-TRANSGENDER,Central,18,1832,NEAR NORTH SIDE,1,0,,,BONA FIDE
JE364718,9/5/2021 0:00,1709,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-BLACK/AFRICAN-AMERICAN,Central,18,1831,NEAR NORTH SIDE,2,0,,,BONA FIDE
JE368314,8/13/2021 0:00,900,5000,OTHER OFFENSE: OTHER CRIME AGAINST PERSON, ANTI-JEWISH,Central,18,1824,NEAR NORTH SIDE,2,0,,,BONA FIDE
JE376255,9/16/2021 0:00,1700,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,15,1532,AUSTIN,1,0,,,BONA FIDE
JE378396,9/18/2021 0:00,1225,460,BATTERY: SIMPLE, ANTI-HISPANIC/LATINO,North,16,1623,FOREST GLEN,1,0,,,BONA FIDE
JE383351,9/22/2021 0:00,1520,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),Central,8,812,CLEARING,3,0,,,BONA FIDE
JE384351,9/22/2021 0:00,2100,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-OTHER RELIGION,North,15,1533,AUSTIN,2,0,,,BONA FIDE
JE388374,9/26/2021 0:00,2030,051A,ASSAULT: AGGRAVATED: HANDGUN, ANTI-BLACK/AFRICAN-AMERICAN,Central,12,1232,NEAR WEST SIDE,1,0,,,BONA FIDE
JE391895,9/29/2021 0:00,800,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,8,812,CLEARING,1,0,,,BONA FIDE
JE394304,10/1/2021 0:00,1215,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,16,1631,DUNNING,1,0,,,BONA FIDE
JE400399,10/6/2021 0:00,1400,2825,OTHER OFFENSE: HARASSMENT BY TELEPHONE, ANTI-ISLAMIC/MUSLIM,North,25,2512,BELMONT CRAGIN,2,0,,,BONA FIDE
JE402420,10/8/2021 0:00,630,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,18,1831,NEAR NORTH SIDE,1,0,,,BONA FIDE
JE405770,10/10/2021 0:00,700,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-BLACK/AFRICAN-AMERICAN,North,17,1724,IRVING PARK,1,0,,,BONA FIDE
JE428213,10/30/2021 0:00,1316,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-MULTIPLE RACES/GROUP,North,16,1654,OHARE,1,1,1,,BONA FIDE
JE428591,10/31/2021 0:00,344,051A,ASSAULT: AGGRAVATED: HANDGUN, ANTI-GAY (MALE),South,7,732,ENGLEWOOD,1,0,,,BONA FIDE
JE430984,11/2/2021 0:00,735,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-BLACK/AFRICAN-AMERICAN,Central,1,124,NEAR WEST SIDE,1,0,,,BONA FIDE
JE431502,11/2/2021 0:00,1500,460,BATTERY: SIMPLE, ANTI-ARAB,North,14,1421,LOGAN SQUARE,1,0,,,BONA FIDE
JE434926,11/5/2021 0:00,1400,560,ASSAULT: SIMPLE, ANTI-HISPANIC/LATINO,North,16,1624,PORTAGE PARK,1,0,,,BONA FIDE
JE435342,11/5/2021 0:00,1955,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,20,2011,LINCOLN SQUARE,1,1,1,,BONA FIDE
JE439166,11/9/2021 0:00,1000,460,BATTERY: SIMPLE, ANTI-TRANSGENDER,North,25,2535,HERMOSA,1,0,,,BONA FIDE
JE440186,11/10/2021 0:00,730,460,BATTERY: SIMPLE, ANTI-TRANSGENDER,Central,1,123,LOOP,1,1,1,,BONA FIDE
JE441085,11/10/2021 0:00,2109,560,ASSAULT: SIMPLE, ANTI-ASIAN,Central,18,1833,NEAR NORTH SIDE,1,0,,,BONA FIDE
JE442768,11/21/2021 0:00,1355,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),North,16,1634,PORTAGE PARK,2,1,1,,BONA FIDE
JE443963,11/7/2021 0:00,230,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-JEWISH,Central,18,1831,NEAR NORTH SIDE,1,1,1,,BONA FIDE
JE452570,11/18/2021 0:00,2143,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-TRANSGENDER,North,19,1913,UPTOWN,1,0,,,BONA FIDE
JE452727,11/21/2021 0:00,1556,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,9,915,BRIDGEPORT,1,0,,,BONA FIDE
JE460154,11/29/2021 0:00,1048,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,16,1624,PORTAGE PARK,1,0,,,BONA FIDE
JE460741,11/29/2021 0:00,2042,1020,ARSON: BY FIRE, ANTI-OTHER RELIGION,North,25,2512,BELMONT CRAGIN,1,0,,,BONA FIDE
JE460928,11/30/2021 0:00,507,2850,PUBLIC PEACE VIOLATION: BOMB THREAT, ANTI-HINDU,Central,12,1225,NEAR WEST SIDE,1,0,,,BONA FIDE
JE467207,12/4/2021 0:00,300,5000,OTHER OFFENSE: OTHER CRIME AGAINST PERSON, ANTI-ASIAN,Central,12,1233,LOWER WEST SIDE,1,0,,,BONA FIDE
JE477575,12/14/2021 0:00,1400,5081,NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY, ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,Central,18,1833,NEAR NORTH SIDE,1,0,,,BONA FIDE
JE480380,12/17/2021 0:00,839,460,BATTERY: SIMPLE, ANTI-WHITE,North,14,1431,LOGAN SQUARE,1,0,,,BONA FIDE
JE481052,12/17/2021 0:00,1830,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-BLACK/AFRICAN-AMERICAN,North,19,1933,LAKE VIEW,1,0,,,BONA FIDE
JE486847,12/23/2021 0:00,1230,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),North,11,1113,AUSTIN,1,0,,,BONA FIDE
JF102057,1/3/2022 0:00,1136,051A,ASSAULT: AGGRAVATED: HANDGUN, ANTI-TRANSGENDER,Central,2,222,KENWOOD,1,0,,,BONA FIDE
JF102670,1/3/2022 0:00,2340,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,17,1722,IRVING PARK,1,0,,,BONA FIDE
JF108256,1/7/2022 0:00,700,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-WHITE,North,25,2523,AVONDALE,1,0,,,BONA FIDE
JF111104,1/13/2022 0:00,45,460,BATTERY: SIMPLE, ANTI-WHITE,Central,18,1812,LINCOLN PARK,1,0,,,BONA FIDE
JF112370,2/14/2022 0:00,919,560,ASSAULT: SIMPLE,ANTI-JEWISH,North,24,2413,WEST RIDGE,1,0,,,BONA FIDE
JF113985,1/15/2022 0:00,1500,484,BATTERY: PRO EMP HANDS NO/MIN INJURY, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,20,2033,UPTOWN,1,0,,,BONA FIDE
JF118362,1/19/2022 0:00,2345,331,ROBBERY: ATTEMPT: AGGRAVATED, ANTI-BLACK/AFRICAN-AMERICAN,Central,10,1031,SOUTH LAWNDALE,2,0,,,BONA FIDE
JF124851,1/22/2022 0:00,1401,545,ASSAULT: PRO EMP HANDS NO/MIN INJURY, ANTI-ASIAN,Central,9,915,BRIDGEPORT,1,0,,,BONA FIDE
JF128900,1/30/2022 0:00,1640,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,24,2413,WEST RIDGE,1,1,1,,BONA FIDE
JF128939,1/30/2022 0:00,1639,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,24,2413,WEST RIDGE,1,1,1,,BONA FIDE
JF129096,1/29/2022 0:00,651,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,17,1711,NORTH PARK,1,0,0,,BONA FIDE
JF129841,1/30/2022 0:00,1500,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,24,2413,WEST RIDGE,1,0,,,BONA FIDE
JF130242,1/27/2022 0:00,44,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-JEWISH,North,19,1914,UPTOWN,1,0,0,,BONA FIDE
JF130526,1/31/2022 0:00,2130,560,ASSAULT: SIMPLE, ANTI-WHITE,North,19,1933,LAKE VIEW,1,0,,,BONA FIDE
JF130990,1/21/2022 0:00,900,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,24,2411,WEST RIDGE,1,0,,,BONA FIDE
JF135628,2/6/2022 0:00,1200,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,16,1611,NORWOOD PARK,1,0,,,BONA FIDE
JF138311,2/8/2022 0:00,1440,460,BATTERY: SIMPLE, ANTI-HISPANIC/LATINO,Central,1,123,LOOP,1,0,,,BONA FIDE
JF140067,2/9/2022 0:00,1226,460,BATTERY: SIMPLE, ANTI-ISLAMIC/MUSLIM,North,16,1634,PORTAGE PARK,1,0,,,BONA FIDE
JF140098,2/10/2022 0:00,1122,460,BATTERY: SIMPLE, ANTI-ISLAMIC/MUSLIM,North,16,1634,PORTAGE PARK,1,0,,,BONA FIDE
JF145391,2/11/2022 0:00,1800,5080,NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS, ANTI-JEWISH,Central,18,1833,NEAR NORTH SIDE,1,0,,,BONA FIDE
JF145466,2/15/2022 0:00,1440,460,BATTERY: SIMPLE, ANTI-HISPANIC/LATINO,Central,9,925,NEW CITY,2,0,,,BONA FIDE
JF149090,2/18/2022 0:00,2330,440,BATTERY: AGG: HANDS/FIST/FEET NO/MINOR INJURY, ANTI-WHITE,Central,18,1813,NEAR NORTH SIDE,1,0,,,BONA FIDE
JF149351,2/19/2022 0:00,1400,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-ASIAN,North,19,1922,NORTH CENTER,1,0,,,BONA FIDE
JF154777,2/23/2022 0:00,2300,582,STALKING: NON-CRIMINAL OFFENSE, ANTI-TRANSGENDER,North,15,1532,AUSTIN,1,0,,,BONA FIDE
JF154899,2/24/2022 0:00,1445,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,22,2221,AUBURN GRESHAM,1,0,,,BONA FIDE
JF159179,2/28/2022 0:00,1940,3960,INTIMIDATION: INTIMIDATION, ANTI-ISLAMIC/MUSLIM,North,24,2413,WEST RIDGE,1,0,,,BONA FIDE
JF160404,3/1/2022 0:00,1900,320,ROBBERY: STRONGARM - NO WEAPON, ANTI-WHITE,North,25,2511,MONTCLARE,1,0,,,BONA FIDE
JF160995,3/2/2022 0:00,1350,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,17,1712,ALBANY PARK,1,0,,,BONA FIDE
JF165995,3/7/2022 0:00,1045,560,ASSAULT: SIMPLE, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),South,4,421,SOUTH SHORE,1,0,,,BONA FIDE
JF166051,3/5/2022 0:00,1419,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-BLACK/AFRICAN-AMERICAN,North,15,1533,AUSTIN,1,0,,,BONA FIDE
JF166359,3/7/2022 0:00,1600,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-BLACK/AFRICAN-AMERICAN,Central,12,1232,NEAR WEST SIDE,1,0,,,BONA FIDE
JF166864,3/7/2022 0:00,1435,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,9,914,BRIDGEPORT,1,0,,,BONA FIDE
JF171629,3/12/2022 0:00,1519,495,BATTERY: AGGRAVATED OF A SENIOR CITIZEN, ANTI-BLACK/AFRICAN-AMERICAN,North,11,1121,HUMBOLDT PARK,1,1,1,,BONA FIDE
JF174667,3/14/2022 0:00,1702,5080,NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS, ANTI-BLACK/AFRICAN-AMERICAN,Central,8,813,WEST LAWN,1,0,,,BONA FIDE
JF179275,3/18/2022 0:00,2247,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,19,1924,LAKE VIEW,1,0,,,BONA FIDE
JF182346,3/22/2022 0:00,0,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,16,1614,OHARE,1,0,,,BONA FIDE
JF184045,3/23/2022 0:00,1600,560,ASSAULT: SIMPLE, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),Central,1,123,LOOP,1,0,,,BONA FIDE
JF185941,3/25/2022 0:00,935,495,BATTERY: AGGRAVATED OF A SENIOR CITIZEN, ANTI-JEWISH,North,17,1711,NORTH PARK,1,0,,,BONA FIDE
JF186935,3/24/2022 0:00,1815,460,BATTERY: SIMPLE, ANTI-WHITE,Central,2,231,WASHINGTON PARK,1,0,,,BONA FIDE
JF194264,4/1/2022 0:00,2220,440,BATTERY: AGG: HANDS/FIST/FEET NO/MINOR INJURY, ANTI-WHITE,Central,1,131,NEAR SOUTH SIDE,1,0,,,BONA FIDE
JF197756,4/5/2022 0:00,918,545,ASSAULT: PRO EMP HANDS NO/MIN INJURY, ANTI-BLACK/AFRICAN-AMERICAN,Central,9,912,MCKINLEY PARK,1,1,1,,BONA FIDE
JF197756,4/5/2022 0:00,921,545,ASSAULT: PRO EMP HANDS NO/MIN INJURY, ANTI-BLACK/AFRICAN-AMERICAN,Central,9,912,MCKINLEY PARK,1,1,1,,BONA FIDE
JF202122,4/8/2022 0:00,1830,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-BLACK/AFRICAN-AMERICAN,South,4,434,SOUTH DEERING,2,0,,,BONA FIDE
JF207345,4/14/2022 0:00,516,560,ASSAULT: SIMPLE, ANTI-ARAB,North,15,1533,AUSTIN,1,1,1,,BONA FIDE
JF209297,4/15/2022 0:00,30,440,BATTERY: AGG: HANDS/FIST/FEET NO/MINOR INJURY, ANTI-GAY (MALE),North,16,1611,NORWOOD PARK,1,0,,,BONA FIDE
JF211651,4/17/2022 0:00,2140,560,ASSAULT: SIMPLE, ANTI-JEWISH,North,24,2413,WEST RIDGE,1,0,,,BONA FIDE
JF215177,4/21/2022 0:00,1811,560,ASSAULT: SIMPLE, ANTI-HISPANIC/LATINO,North,20,2022,EDGEWATER,1,0,,,BONA FIDE
JF217537,4/23/2022 0:00,1854,520,ASSAULT: AGGRAVATED:KNIFE/CUTTING INSTR, ANTI-WHITE,North,24,2422,ROGERS PARK,1,1,1,,BONA FIDE
JF220434,4/26/2022 0:00,2330,560,ASSAULT: SIMPLE, ANTI-LESBIAN,North,24,2431,ROGERS PARK,1,0,,,BONA FIDE
JF224617,4/29/2022 0:00,1807,530,ASSAULT: AGGRAVATED: OTHER DANG WEAPON, ANTI-ARAB,Central,18,1833,NEAR NORTH SIDE,1,0,,,BONA FIDE
JF228729,4/25/2022 0:00,1742,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,3,323,GREATER GRAND CROSSING,2,0,,,BONA FIDE
JF229705,5/3/2022 0:00,1415,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-WHITE,South,22,2212,MORGAN PARK,1,0,,,BONA FIDE
JF230121,5/4/2022 0:00,1554,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-GAY (MALE),Central,2,234,HYDE PARK,1,0,,,BONA FIDE
JF233111,5/7/2022 0:00,259,460,BATTERY: SIMPLE, ANTI-HISPANIC/LATINO,Central,2,235,HYDE PARK,1,0,,,PENDING INVESTIGATION
JF234038,5/7/2022 0:00,2045,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-BLACK/AFRICAN-AMERICAN,North,11,1122,HUMBOLDT PARK,3,0,,,PENDING INVESTIGATION
JF240144,5/13/2022 0:00,15,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),Central,18,1814,LINCOLN PARK,2,0,,,BONA FIDE
JF242962,5/15/2022 0:00,945,5000,OTHER OFFENSE: OTHER CRIME AGAINST PERSON, ANTI-ASIAN,Central,12,1232,NEAR WEST SIDE,1,0,,,BONA FIDE
JF244142,5/16/2022 0:00,840,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,25,2521,BELMONT CRAGIN,1,0,,,BONA FIDE
JF244408,5/16/2022 0:00,1400,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,24,2413,WEST RIDGE,1,0,,,BONA FIDE
JF245222,5/17/2022 0:00,642,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-CATHOLIC,North,17,1722,IRVING PARK,1,0,,,BONA FIDE
JF245974,5/17/2022 0:00,1600,2850,PUBLIC PEACE VIOLATION: BOMB THREAT, ANTI-BLACK/AFRICAN-AMERICAN,North,16,1651,OHARE,1,0,,,BONA FIDE
JF248117,5/19/2022 0:00,1337,460,BATTERY: SIMPLE, ANTI-JEWISH,North,24,2412,WEST RIDGE,1,0,,,BONA FIDE
JF248961,5/20/2022 0:00,701,460,BATTERY: SIMPLE, ANTI-WHITE,Central,12,1224,NEAR WEST SIDE,1,0,,,BONA FIDE
JF249097,5/20/2022 0:00,930,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-WHITE,North,11,1133,WEST GARFIELD PARK,2,1,1,,BONA FIDE
JF250160,5/21/2022 0:00,400,337,ROBBERY: ATTEMPT: ARMED-OTHER DANG WEAP, ANTI-TRANSGENDER,North,20,2011,WEST RIDGE,1,0,,,BONA FIDE
JF256457,5/24/2022 0:00,2315,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,14,1411,AVONDALE,,0,,,BONA FIDE
JF260001,5/29/2022 0:00,1330,560,ASSAULT: SIMPLE, ANTI-ARAB,North,17,1712,ALBANY PARK,1,0,,,BONA FIDE
JF262055,5/29/2022 0:00,2055,530,ASSAULT: AGGRAVATED: OTHER DANG WEAPON, ANTI-BLACK/AFRICAN-AMERICAN,North,24,2413,WEST RIDGE,1,0,,,BONA FIDE
JF262872,5/31/2022 0:00,1745,5000,OTHER OFFENSE: OTHER CRIME AGAINST PERSON, ANTI-BLACK/AFRICAN-AMERICAN,Central,1,112,LOOP,1,0,,,BONA FIDE
JF266438,6/3/2022 0:00,1458,560,ASSAULT: SIMPLE, ANTI-ASIAN,Central,12,1231,NEAR WEST SIDE,1,0,,,BONA FIDE
JF269075,6/5/2022 0:00,2107,5080,NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS, ANTI-BLACK/AFRICAN-AMERICAN,North,19,1923,LAKE VIEW,2,0,,,BONA FIDE
JF272686,6/8/2022 0:00,1315,1320,CRIMINAL DAMAGE: TO VEHICLE, ANTI-ARAB,Central,2,231,WASHINGTON PARK,1,0,,,BONA FIDE
JF277374,6/12/2022 0:00,2159,041A,BATTERY: AGGRAVATED: HANDGUN, ANTI-GAY (MALE),Central,8,831,CHICAGO LAWN,2,0,,,BONA FIDE
JF278153,6/13/2022 0:00,1350,545,ASSAULT: PRO EMP HANDS NO/MIN INJURY, ANTI-BLACK/AFRICAN-AMERICAN,North,17,1713,ALBANY PARK,1,0,,,BONA FIDE
JF279949,6/14/2022 0:00,2100,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,16,1633,DUNNING,1,0,,,BONA FIDE
JF280653,6/15/2022 0:00,1320,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-BLACK/AFRICAN-AMERICAN,Central,2,211,DOUGLAS,1,,,,BONA FIDE
JF282129,6/15/2022 0:00,1658,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-BLACK/AFRICAN-AMERICAN,North,16,1634,PORTAGE PARK,1,0,,,BONA FIDE
JF282996,6/17/2022 0:00,856,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,17,1722,IRVING PARK,1,0,,,BONA FIDE
JF284760,6/18/2022 0:00,1415,460,BATTERY: SIMPLE, ANTI-JEWISH,North,19,1925,LAKE VIEW,1,1,1,,BONA FIDE
JF286864,6/20/2022 0:00,835,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,24,2413,WEST RIDGE,1,0,,,BONA FIDE
JF291073,6/18/2022 0:00,2024,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,24,2413,WEST RIDGE,2,1,1,,BONA FIDE
JF291729,6/16/2022 0:00,1200,460,BATTERY: SIMPLE, ANTI-WHITE,North,24,2413,WEST RIDGE,1,0,,,BONA FIDE
JF295432,6/27/2022 0:00,45,275,CRIM SEXUAL ASSAULT: ATTEMPT AGG: OTHER, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,19,1923,LAKE VIEW,1,0,,,BONA FIDE
JF297361,6/28/2022 0:00,1325,5080,NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS, ANTI-BLACK/AFRICAN-AMERICAN,Central,18,1813,LINCOLN PARK,1,0,,,BONA FIDE
JF298254,6/28/2022 0:00,1700,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,16,1623,PORTAGE PARK,1,1,1,,BONA FIDE
JF298540,6/28/2022 0:00,2200,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,16,1623,PORTAGE PARK,1,1,1,,BONA FIDE
JF298867,6/26/2022 0:00,2200,479,BATTERY: AGG: HANDS/FIST/FEET SERIOUS INJURY, ANTI-GAY (MALE),North,19,1923,LAKE VIEW,1,0,,,BONA FIDE
JF300737,7/1/2022 0:00,4,5080,NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS, ANTI-JEWISH,Central,1,123,LOOP,1,0,,,BONA FIDE
JF302339,7/2/2022 0:00,1622,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,16,330,JEFFERSON PARK,1,0,,,BONA FIDE
JF307230,7/6/2022 0:00,930,560,ASSAULT: SIMPLE, ANTI-JEWISH,North,24,2412,WEST RIDGE,1,0,,,BONA FIDE
JF307769,7/6/2022 0:00,1430,5000,OTHER OFFENSE: OTHER CRIME AGAINST PERSON, ANTI-HISPANIC/LATINO,North,19,1925,LAKE VIEW,1,0,,,BONA FIDE
JF308956,7/7/2022 0:00,1530,560,ASSAULT: SIMPLE, ANTI-JEWISH,North,16,1623,PORTAGE PARK,1,0,,,BONA FIDE
JF309901,7/8/2022 0:00,1158,452,BATTERY: AGGRAVATED PO: KNIFE/CUT INSTR, ANTI-ASIAN,Central,18,1832,NEAR NORTH SIDE,3,1,1,,BONA FIDE
JF309946,7/8/2022 0:00,1250,560,ASSAULT: SIMPLE, ANTI-JEWISH,North,20,2023,EDGEWATER,1,0,,,BONA FIDE
JF310068,7/7/2022 0:00,2200,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,14,1434,LOGAN SQUARE,1,0,,,BONA FIDE
JF310216,7/8/2022 0:00,1450,560,ASSAULT: SIMPLE, ANTI-WHITE,Central,8,832,CHICAGO LAWN,1,0,,,BONA FIDE
JF311839,7/10/2022 0:00,330,560,ASSAULT: SIMPLE, ANTI-TRANSGENDER,North,15,1511,AUSTIN,1,0,,,BONA FIDE
JF312061,7/10/2022 0:00,1045,460,BATTERY: SIMPLE, ANTI-ASIAN,North,20,2023,EDGEWATER,1,0,,,BONA FIDE
JF312213,7/9/2022 0:00,1529,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-GAY (MALE),North,17,1722,PORTAGE PARK,1,0,,,BONA FIDE
JF314184,7/12/2022 0:00,47,051a,ASSAULT: AGGRAVATED: HANDGUN, ANTI-TRANSGENDER,South,4,421,SOUTH SHORE,1,0,,,BONA FIDE
JF317917,7/12/2022 0:00,1655,2825,OTHER OFFENSE: HARASSMENT BY TELEPHONE, ANTI-JEWISH,North,16,1613,NORWOOD PARK,1,0,,,BONA FIDE
JF318805,7/15/2022 0:00,1600,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-BLACK/AFRICAN-AMERICAN,South,4,433,HEGEWISCH,1,0,,,BONA FIDE
JF321817,7/18/2022 0:00,1030,560,ASSAULT: SIMPLE, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,24,2432,ROGERS PARK,1,0,,,BONA FIDE
JF321963,7/18/2022 0:00,1730,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,22,2211,MOUNT GREENWOOD,1,0,,,BONA FIDE
JF323315,7/16/2022 0:00,1522,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,19,1924,LAKE VIEW,1,0,,,BONA FIDE
JF323340,7/19/2022 0:00,0,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,Central,2,222,KENWOOD,1,0,,,BONA FIDE
JF324342,7/20/2022 0:00,1645,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-WHITE,North,19,1912,NORTH CENTER,1,0,,,BONA FIDE
